student_id,age,gender,socioeconomic_status,attendance_rate,avg_grade,assignment_submission_rate,lms_logins_per_week,participation_score,disciplinary_incidents,financial_aid,first_generation,distance_from_school_km,previous_failures,dropout
STU-01036,20,Male,Medium,80.73,62.79,0.471,7,4.62,0,1,1,15.27,3,0
STU-01037,18,Male,Medium,77.07,68.17,0.658,12,4.22,1,0,0,1.0,2,0
STU-01038,20,Female,Medium,93.57,77.75,0.679,10,6.24,1,1,0,4.85,1,0
STU-01039,20,Female,Medium,95.1,70.0,0.578,6,2.78,2,1,0,3.74,1,0
STU-01040,19,Female,Low,81.79,73.05,0.594,10,4.3,0,1,0,7.35,4,0
STU-01041,21,Female,Low,80.35,63.53,0.655,9,3.43,3,1,1,12.67,6,0
STU-01042,21,Female,Medium,63.09,51.24,0.439,9,2.89,0,0,1,10.76,1,0
STU-01043,19,Male,Medium,97.65,87.14,0.837,9,5.22,1,1,0,1.43,0,0
STU-01044,20,Non-binary,Medium,78.12,87.97,0.633,9,4.42,1,1,1,2.41,1,0
STU-01045,25,Male,Low,78.43,70.33,0.752,9,4.75,1,1,1,11.12,1,0
STU-01046,25,Female,Medium,92.69,78.46,0.791,9,5.7,0,1,1,27.83,0,0
STU-01047,18,Female,Low,82.17,70.4,0.664,10,4.87,3,1,1,4.39,2,0
STU-01048,19,Female,Medium,93.04,74.5,0.747,10,6.18,0,1,1,2.19,3,0
STU-01049,18,Female,High,89.89,91.6,0.989,12,4.25,0,1,0,5.21,0,0
STU-01050,23,Male,Low,82.24,72.62,0.538,9,4.93,1,0,1,1.92,0,0
STU-01051,20,Female,Medium,85.41,54.21,0.559,10,2.32,3,0,1,6.12,3,0
STU-01052,21,Male,Low,67.65,76.66,0.59,6,0.0,1,1,1,7.46,2,0
STU-01053,25,Male,Low,78.36,79.35,0.781,12,7.59,3,1,1,14.66,1,0
STU-01054,20,Female,Low,91.92,82.34,0.765,9,4.07,3,1,1,10.14,0,0
STU-01055,22,Female,Low,70.11,38.3,0.41,9,2.64,0,1,0,12.34,5,0
STU-01056,22,Female,Medium,74.13,70.55,0.795,9,2.07,0,1,1,6.08,1,0
STU-01057,19,Female,High,73.57,81.0,0.883,9,4.3,0,1,0,21.81,1,0
STU-01058,23,Male,Low,81.69,75.2,0.864,11,5.53,0,1,0,1.92,0,0
STU-01059,19,Male,Medium,97.43,83.82,0.761,6,5.96,0,0,1,6.28,1,0
STU-01060,23,Male,Medium,88.02,86.2,0.914,9,4.0,0,0,0,6.1,1,0
STU-01061,19,Male,High,59.3,66.61,0.72,9,3.15,3,1,0,3.91,0,0
STU-01062,19,Female,Medium,89.13,89.82,0.817,13,5.94,0,1,0,16.49,1,0
STU-01063,18,Female,Low,75.14,69.88,0.702,9,4.76,3,1,1,0.4,0,0
STU-01064,19,Female,Medium,87.6,77.87,0.741,5,5.29,3,0,0,2.8,1,0
STU-01065,20,Female,Medium,80.36,82.49,0.965,9,6.57,0,0,0,7.45,2,0
STU-01066,17,Male,High,73.78,68.18,0.77,9,4.43,1,0,1,5.44,1,0
STU-01067,20,Male,Medium,81.21,63.01,0.588,11,6.28,0,0,0,6.43,0,0
STU-01068,19,Female,Medium,77.14,72.07,0.658,9,3.97,0,0,0,3.06,2,0
STU-01069,22,Female,Low,83.38,78.13,0.874,7,6.32,1,1,1,4.47,2,0
STU-01070,21,Female,Medium,72.25,78.94,0.927,11,6.04,0,0,0,14.16,2,0
STU-01071,19,Male,High,70.88,80.08,0.814,10,2.3,3,0,1,10.7,2,0
STU-01072,20,Female,Medium,90.05,77.54,0.833,9,6.14,3,1,0,6.77,2,0
STU-01073,20,Female,Medium,94.2,78.5,0.919,12,5.08,2,0,1,11.95,1,0
STU-01074,24,Female,High,89.63,73.85,0.701,9,3.66,1,0,0,13.73,1,0
STU-01075,19,Male,High,76.11,75.78,0.749,8,4.03,1,1,0,24.4,1,0
STU-01076,19,Male,Medium,73.86,54.04,0.608,7,4.3,0,0,0,11.49,1,0
STU-01077,18,Male,Medium,74.49,70.98,0.646,8,2.03,1,0,0,13.33,2,0
STU-01078,17,Female,Medium,91.79,100.0,1.0,12,6.17,3,0,0,3.62,1,0
STU-01079,21,Female,Medium,72.92,54.97,0.505,5,3.39,2,1,0,9.52,2,0
STU-01080,21,Male,Medium,91.72,80.6,0.788,12,6.9,1,0,0,7.17,0,0
STU-01081,23,Female,Low,87.01,77.74,0.986,11,4.98,2,1,1,13.61,0,0
STU-01082,23,Female,High,96.86,88.31,0.624,9,6.82,2,0,0,13.1,2,0
STU-01083,26,Male,High,94.94,72.66,0.738,10,5.97,2,1,0,12.79,0,0
STU-01084,20,Female,High,89.22,84.73,0.738,8,5.13,1,1,0,15.89,3,1
STU-01085,20,Female,High,67.09,63.61,0.633,5,5.63,2,1,0,10.16,3,0
STU-01086,18,Male,Medium,88.71,63.31,0.486,7,7.04,0,0,1,3.89,2,0
STU-01087,22,Male,Medium,83.27,84.49,0.77,6,4.72,0,0,1,10.91,0,0
STU-01088,21,Female,Medium,77.89,79.04,0.77,7,3.73,1,0,0,13.48,1,0
STU-01089,22,Female,Medium,96.98,71.89,0.734,7,6.11,3,0,0,13.79,2,0
STU-01090,18,Male,Medium,80.34,68.12,0.78,12,2.92,1,0,0,4.94,2,0
STU-01091,21,Female,Low,74.18,62.0,0.34,5,1.41,0,1,1,1.02,1,0
STU-01092,21,Female,Medium,94.36,63.86,0.62,10,6.86,1,1,1,17.95,3,0
STU-01093,21,Male,Low,75.54,76.09,0.721,11,5.31,1,1,0,4.58,3,0
STU-01094,19,Male,Low,73.63,75.54,0.729,10,3.24,3,1,1,6.24,3,0
STU-01095,23,Non-binary,Medium,69.6,65.08,0.65,8,8.4,5,1,0,5.39,0,0
STU-01096,25,Female,Medium,72.98,69.75,0.587,8,2.03,0,1,0,8.14,1,0
STU-01097,18,Female,Low,71.92,67.87,0.485,8,4.45,2,1,1,5.46,2,0
STU-01098,22,Male,High,90.08,82.43,0.823,14,4.37,0,1,0,7.62,2,0
STU-01099,17,Male,High,72.04,57.85,0.464,9,6.02,1,0,0,3.58,1,0
STU-01100,22,Female,Low,59.56,65.68,0.699,9,2.98,2,0,1,16.52,0,0
STU-01101,17,Male,Low,83.34,60.45,0.493,13,3.73,1,1,1,10.46,0,0
STU-01102,19,Female,Medium,75.03,77.83,0.84,10,2.33,2,0,0,7.57,3,0
STU-01103,18,Male,Medium,81.82,63.63,0.627,11,7.4,1,1,0,0.66,4,0
STU-01104,20,Male,High,97.36,70.48,0.695,11,4.54,3,0,0,3.04,0,0
STU-01105,22,Female,Low,80.79,70.7,0.665,10,5.24,1,0,1,11.91,2,0
STU-01106,17,Non-binary,Medium,98.61,81.83,0.743,8,5.62,1,0,0,3.44,1,0
STU-01107,20,Non-binary,Low,79.25,71.28,0.672,7,3.74,0,1,1,9.76,0,0
STU-01108,19,Female,Medium,93.08,70.75,0.837,9,2.55,1,1,1,5.6,1,0
STU-01109,24,Female,High,77.23,75.85,0.555,10,3.73,1,0,0,7.58,1,0
STU-01110,21,Male,Low,81.18,74.14,0.647,10,4.14,2,0,0,5.78,1,0
STU-01111,18,Female,Low,69.74,77.33,0.879,11,5.2,0,0,1,6.18,3,0
STU-01112,20,Female,Medium,73.04,71.91,0.804,9,7.66,0,0,0,11.68,4,0
STU-01113,24,Female,Medium,79.53,67.18,0.825,10,5.92,0,0,0,11.94,1,0
STU-01114,22,Male,High,68.64,56.22,0.562,9,4.89,1,0,0,8.13,1,0
STU-01115,19,Female,High,85.0,62.25,0.463,8,3.68,3,0,1,12.14,1,0
STU-01116,20,Male,Low,76.67,72.23,0.575,8,2.25,2,1,1,2.24,5,0
STU-01117,20,Female,Low,82.58,79.77,0.738,7,4.49,2,1,1,7.05,1,0
STU-01118,19,Female,Medium,67.55,58.52,0.68,8,2.99,1,1,1,5.06,1,1
STU-01119,17,Male,Low,87.72,76.86,0.718,9,4.97,0,1,1,4.92,1,0
STU-01120,19,Female,High,100.0,83.01,0.762,12,5.05,0,1,0,4.52,3,0
STU-01121,23,Female,Medium,98.35,89.39,0.905,13,3.77,1,0,1,15.22,1,0
STU-01122,20,Female,Low,100.0,88.86,0.856,11,7.81,2,1,1,2.94,0,0
STU-01123,20,Male,High,83.72,54.27,0.499,12,3.97,0,0,0,4.54,1,0
STU-01124,21,Female,Low,76.12,79.06,0.647,9,3.83,0,1,1,8.09,3,0
STU-01125,25,Female,Medium,87.36,79.46,0.885,12,4.02,0,0,0,4.75,2,0
STU-01126,21,Female,Medium,79.38,67.79,0.795,9,4.25,1,0,1,4.69,1,0
STU-01127,23,Female,Medium,62.86,60.14,0.476,5,1.94,5,1,0,5.26,3,0
STU-01128,19,Female,Medium,91.01,79.0,0.719,9,3.52,0,1,0,10.62,2,0
STU-01129,20,Male,Medium,79.42,68.08,0.752,12,5.01,1,0,0,15.83,4,0
STU-01130,21,Female,High,67.11,59.59,0.462,7,2.64,3,1,0,11.84,1,0
STU-01131,19,Female,High,77.66,66.95,0.706,8,5.6,2,1,0,23.22,2,0
STU-01132,20,Male,Medium,79.67,62.84,0.587,9,3.76,2,0,0,20.26,2,0
STU-01133,22,Male,Low,80.13,84.13,0.666,8,4.7,2,0,1,1.36,1,0
STU-01134,19,Female,Medium,82.26,75.04,0.946,12,5.65,1,0,0,15.44,2,0
STU-01135,21,Female,High,98.31,100.0,0.909,14,6.67,0,1,1,19.84,1,0
STU-01136,22,Female,Medium,67.83,71.27,0.763,9,3.11,1,0,0,10.31,0,0
STU-01137,19,Male,Medium,80.33,79.45,0.636,10,5.71,1,1,1,6.23,0,0
STU-01138,23,Female,Medium,72.33,59.1,0.78,11,2.9,3,1,0,3.48,4,0
STU-01139,21,Female,Low,93.82,75.05,0.966,11,6.17,3,0,1,11.21,3,0
STU-01140,20,Female,Medium,75.82,72.12,0.527,7,2.21,0,1,1,2.38,2,0
STU-01141,17,Female,Medium,78.22,66.17,0.636,8,4.18,0,0,1,7.8,1,0
STU-01142,20,Female,Medium,93.55,75.25,0.894,11,7.12,1,0,0,33.09,1,0
STU-01143,21,Female,High,97.82,87.91,0.788,11,6.5,0,0,0,1.95,0,0
STU-01144,24,Male,High,99.45,88.88,0.902,8,7.64,2,0,1,7.97,1,0
STU-01145,22,Male,Medium,63.93,52.31,0.333,6,2.32,2,0,0,13.8,2,0
STU-01146,23,Male,Medium,87.31,79.75,0.679,8,6.17,2,1,0,8.69,1,0
STU-01147,18,Male,Medium,84.97,81.32,0.824,11,4.29,0,1,0,11.34,3,0
STU-01148,20,Female,High,82.69,70.54,0.623,8,3.87,3,0,1,2.0,2,1
STU-01149,23,Male,Medium,82.73,67.79,0.626,8,4.71,0,1,0,22.67,1,0
STU-01150,19,Male,High,97.39,87.91,0.663,9,6.49,0,1,0,8.47,1,0
STU-01151,23,Male,Low,91.42,50.35,0.596,11,4.06,1,1,0,2.48,0,0
STU-01152,22,Male,High,93.12,81.47,0.628,11,5.97,0,0,0,13.34,1,0
STU-01153,21,Female,Low,82.28,88.04,1.0,11,6.03,0,0,0,22.31,2,0
STU-01154,20,Female,Low,100.0,54.24,0.47,11,5.27,1,1,1,5.77,1,0
STU-01155,18,Female,Medium,77.59,80.47,0.876,12,3.9,0,0,0,6.81,2,0
STU-01156,24,Female,Low,62.22,67.51,0.751,5,3.47,1,1,1,15.52,0,0
STU-01157,22,Female,Low,77.08,54.82,0.438,9,3.54,1,1,1,12.89,2,0
STU-01158,21,Female,Low,80.64,76.11,0.673,8,5.05,1,1,1,3.9,0,0
STU-01159,20,Female,Medium,96.34,91.26,0.819,8,4.62,1,0,1,1.0,0,0
STU-01160,21,Male,Medium,76.38,59.9,0.554,8,2.2,3,0,0,22.61,0,0
STU-01161,21,Male,Low,85.4,66.12,0.499,10,1.25,0,1,1,5.3,1,0
STU-01162,21,Male,Medium,65.75,66.82,0.725,11,5.12,1,0,0,2.8,2,0
STU-01163,22,Female,High,95.15,92.2,0.799,8,6.96,0,0,0,4.15,2,0
STU-01164,19,Male,Low,80.75,65.55,0.636,10,1.66,1,1,0,17.87,2,0
STU-01165,17,Male,Low,76.91,68.7,0.798,13,4.92,0,1,1,0.22,3,1
STU-01166,21,Male,High,100.0,78.1,0.828,14,5.42,0,1,0,15.25,2,0
STU-01167,17,Male,High,95.02,82.6,0.724,4,7.1,1,0,0,10.34,2,0
STU-01168,20,Female,Medium,70.56,79.34,0.895,13,4.54,2,0,0,6.06,1,0
STU-01169,19,Female,High,82.05,77.19,0.831,11,5.92,3,0,0,8.04,1,0
STU-01170,22,Male,Low,100.0,76.63,0.662,6,4.82,4,1,1,12.34,3,0
STU-01171,25,Non-binary,Medium,100.0,82.67,0.737,9,4.7,1,0,0,5.54,1,0
STU-01172,17,Female,Medium,92.15,71.23,0.819,12,6.64,1,0,1,4.15,3,0
STU-01173,25,Female,Low,59.68,50.9,0.616,8,4.97,1,0,0,11.85,4,0
STU-01174,20,Female,Medium,96.65,93.43,0.712,9,3.65,0,1,0,8.73,3,0
STU-01175,21,Female,Medium,75.01,87.38,0.719,9,6.08,0,0,1,18.66,2,0
STU-01176,18,Non-binary,Medium,96.56,63.43,0.715,11,4.07,4,0,0,17.62,4,0
STU-01177,23,Male,Medium,74.05,76.37,0.603,7,0.8,1,1,1,6.07,2,0
STU-01178,21,Female,Medium,87.38,85.53,0.92,10,5.69,4,1,0,7.27,2,0
STU-01179,20,Female,Low,72.96,55.1,0.791,11,5.33,1,1,0,16.91,1,0
STU-01180,17,Female,Low,76.0,63.96,0.681,8,2.28,1,0,0,13.93,2,0
STU-01181,21,Female,Medium,88.84,71.87,0.594,7,1.92,2,1,1,10.6,1,0
STU-01182,22,Male,Low,65.49,82.65,0.82,7,3.68,0,0,1,15.68,0,0
STU-01183,20,Male,Low,100.0,96.72,1.0,9,5.62,1,1,0,2.19,1,0
STU-01184,23,Male,Low,68.7,55.96,0.579,7,5.66,0,0,0,10.52,1,0
STU-01185,23,Female,Low,68.09,50.29,0.575,5,3.72,3,1,1,3.65,1,0
STU-01186,19,Male,High,90.13,87.74,0.747,10,6.27,2,0,0,13.2,2,0
STU-01187,24,Male,Medium,96.21,86.62,0.746,12,5.81,1,0,0,10.4,0,0
STU-01188,21,Female,High,79.69,87.44,0.949,8,7.62,0,0,1,15.22,1,0
STU-01189,21,Male,Low,68.21,54.35,0.467,7,2.12,1,0,0,17.91,2,0
STU-01190,21,Male,Medium,71.85,76.73,0.437,7,3.31,0,0,0,2.62,2,0
STU-01191,21,Male,Medium,70.67,61.6,0.579,7,1.64,1,0,0,10.63,0,1
STU-01192,17,Female,Medium,85.39,82.22,0.833,12,6.44,0,0,0,4.9,1,0
STU-01193,20,Female,High,82.48,75.97,0.868,8,6.85,1,0,0,12.34,4,0
STU-01194,18,Male,High,87.93,97.96,1.0,9,7.18,0,0,1,4.73,1,0
STU-01195,24,Female,High,87.26,83.11,0.813,8,5.15,2,0,0,5.03,3,0
STU-01196,24,Female,Low,89.07,71.81,0.783,12,3.23,2,1,0,8.46,1,0
STU-01197,22,Male,Low,75.49,69.81,0.702,8,4.32,0,1,1,2.52,4,0
STU-01198,20,Female,Medium,73.88,69.46,0.726,12,3.5,0,0,0,3.69,2,0
STU-01199,18,Female,Low,81.72,59.88,0.578,9,5.62,0,1,0,11.29,2,0
STU-01200,19,Non-binary,Medium,81.4,93.32,0.938,12,4.87,0,0,0,20.75,1,0
STU-01201,25,Male,Medium,84.78,91.68,0.79,9,4.51,2,1,1,1.39,1,0
STU-01202,19,Male,Medium,74.17,68.84,0.916,8,8.11,2,1,1,4.49,1,0
STU-01203,17,Male,High,90.31,87.1,0.55,9,5.74,0,1,1,9.9,1,0
STU-01204,23,Female,Medium,69.04,88.65,0.919,8,6.36,1,0,1,1.74,1,0
STU-01205,24,Female,Low,75.16,80.64,0.82,6,4.09,0,1,1,6.23,1,0
STU-01206,24,Male,Low,92.42,73.49,0.764,12,3.86,3,0,1,9.16,1,0
STU-01207,23,Female,Medium,69.56,67.51,0.525,8,5.1,1,0,1,7.51,0,0
STU-01208,23,Female,Medium,93.55,62.73,0.424,8,6.46,0,0,0,5.28,0,0
STU-01209,21,Female,Low,64.5,70.91,0.769,9,2.36,0,1,0,2.21,1,0
STU-01210,17,Male,Medium,64.56,78.42,0.923,9,3.93,0,1,0,29.56,1,0
STU-01211,21,Female,Medium,65.57,78.97,0.793,11,3.01,1,0,1,4.32,0,0
STU-01212,22,Male,High,84.53,84.34,0.91,11,6.19,0,0,0,12.94,1,0
STU-01213,20,Female,Medium,90.03,81.74,0.736,9,6.73,1,0,1,11.47,1,0
STU-01214,20,Male,Medium,96.22,71.21,0.739,11,4.98,2,0,0,6.28,0,0
STU-01215,18,Female,Low,93.34,80.2,0.924,10,5.44,0,1,0,5.37,0,0
STU-01216,18,Female,Medium,91.49,72.6,0.674,10,2.33,2,1,1,2.37,1,0
STU-01217,24,Male,Medium,72.85,75.22,0.876,11,3.55,2,1,0,14.33,3,0
STU-01218,24,Male,Medium,72.75,62.28,0.425,6,5.55,2,0,0,15.17,1,0
STU-01219,20,Female,Medium,90.67,83.71,0.734,8,5.92,4,0,0,6.5,2,0
STU-01220,21,Female,Low,95.63,91.34,0.94,10,7.41,1,1,0,4.57,1,0
STU-01221,18,Female,Low,68.66,68.93,0.908,9,4.28,4,1,0,3.37,4,0
STU-01222,22,Female,Low,94.23,80.72,0.784,12,5.17,0,0,0,6.89,3,0
STU-01223,24,Male,High,62.13,75.7,0.614,5,3.59,0,1,0,3.87,1,0
STU-01224,17,Female,Medium,86.29,94.12,1.0,10,6.34,0,0,0,8.41,2,0
STU-01225,21,Male,Low,78.86,68.98,0.665,8,6.4,2,0,0,9.32,3,0
STU-01226,22,Female,High,81.0,80.84,0.863,13,4.26,2,0,0,9.37,1,0
STU-01227,22,Male,Medium,82.34,89.64,0.819,11,4.93,1,0,0,3.47,1,0
STU-01228,24,Female,Medium,72.61,76.55,0.763,9,3.4,0,1,0,3.77,0,0
STU-01229,25,Female,High,88.16,59.04,0.526,11,1.69,3,0,0,6.44,2,0
STU-01230,20,Female,Low,80.67,63.76,0.905,7,6.62,1,1,0,14.11,1,0
STU-01231,22,Male,Low,90.29,83.05,0.945,14,8.33,1,0,0,9.34,0,0
STU-01232,21,Male,Medium,99.49,78.76,0.977,9,7.48,0,0,0,3.25,0,0
STU-01233,19,Male,Low,81.4,85.67,0.73,11,5.12,2,1,0,9.54,1,0
STU-01234,21,Female,Medium,72.99,88.62,0.632,9,6.7,0,0,1,12.06,2,0
STU-01235,22,Female,Low,67.48,58.69,0.555,8,4.26,2,1,1,15.63,3,1
STU-01236,21,Female,Low,98.68,69.24,0.984,13,7.51,0,1,1,5.08,2,0
STU-01237,19,Female,Low,97.27,75.28,0.696,12,5.6,2,1,1,7.81,2,0
STU-01238,20,Male,Medium,91.76,74.86,0.857,10,6.08,0,0,1,3.67,1,0
STU-01239,20,Male,Low,80.66,86.28,0.707,8,4.51,1,1,1,2.88,2,0
STU-01240,19,Male,Low,88.97,64.55,0.542,9,5.7,2,1,1,13.77,1,0
STU-01241,21,Male,High,97.6,91.02,0.862,10,4.42,0,1,1,3.81,0,0
STU-01242,21,Female,Medium,75.2,84.98,1.0,10,5.97,1,0,0,7.63,0,0
STU-01243,23,Female,Medium,82.33,82.71,0.931,12,4.29,0,0,0,10.74,1,0
STU-01244,19,Male,Low,67.83,69.12,0.435,8,3.96,0,0,0,8.45,1,0
STU-01245,19,Female,Medium,80.58,72.06,0.787,10,8.29,0,0,1,2.11,0,0
STU-01246,24,Female,Low,96.99,97.24,0.788,9,6.67,0,1,1,6.57,3,0
STU-01247,20,Male,Medium,93.86,77.6,0.673,10,6.82,1,0,0,11.83,1,0
STU-01248,21,Non-binary,Low,81.49,80.8,0.844,7,6.43,0,1,0,6.63,1,0
STU-01249,20,Male,High,53.62,60.9,0.777,6,0.44,2,1,0,6.86,1,0
STU-01250,23,Female,High,76.04,54.83,0.719,10,4.34,1,0,0,13.07,2,0
STU-01251,23,Male,Low,81.13,68.44,0.715,11,5.37,1,0,1,11.15,0,0
STU-01252,23,Female,Low,77.62,67.9,0.712,9,1.65,3,1,1,5.16,1,0
STU-01253,21,Female,Low,80.36,69.34,0.844,10,4.72,3,1,1,18.12,2,0
STU-01254,19,Female,Medium,84.67,69.04,0.491,9,4.07,1,0,0,3.96,0,0
STU-01255,25,Male,Low,74.13,74.04,0.943,11,3.43,1,1,0,4.95,3,0
STU-01256,22,Male,High,83.17,84.04,0.722,9,3.5,1,0,0,7.55,1,0
STU-01257,20,Male,Medium,80.36,70.51,0.724,7,6.61,1,0,1,10.76,2,1
STU-01258,23,Female,High,75.51,69.85,0.628,9,0.0,0,0,0,16.39,2,0
STU-01259,19,Male,Medium,100.0,72.49,0.572,13,5.51,3,1,0,5.09,2,0
STU-01260,23,Female,High,78.01,76.74,0.803,8,6.51,0,1,1,7.74,3,0
STU-01261,24,Male,Low,55.2,72.48,0.739,8,3.61,0,1,1,18.15,0,0
STU-01262,19,Female,Medium,100.0,96.79,0.909,10,8.18,1,1,0,13.69,2,0
STU-01263,22,Female,Medium,72.69,63.9,0.617,13,3.45,1,0,0,9.65,0,0
STU-01264,22,Male,High,93.15,100.0,1.0,9,4.92,1,0,0,8.44,1,0
STU-01265,26,Female,Medium,74.51,67.14,0.927,9,5.11,2,0,0,1.89,3,0
STU-01266,19,Male,High,89.51,69.56,0.835,9,4.97,3,0,0,10.64,2,0
STU-01267,24,Female,Low,79.47,56.73,0.607,6,3.52,2,1,0,5.4,2,0
STU-01268,21,Male,High,94.25,71.23,0.503,7,4.4,1,0,0,14.85,6,0
STU-01269,18,Female,Medium,79.65,76.57,0.821,10,3.9,2,1,0,8.19,2,0
STU-01270,20,Female,Medium,74.79,68.33,0.755,10,3.41,2,0,0,2.47,1,0
STU-01271,21,Female,High,86.08,71.75,0.796,9,3.65,1,1,0,3.26,0,0
STU-01272,18,Female,Medium,77.79,63.87,0.498,11,4.48,0,0,0,24.99,3,0
STU-01273,21,Male,Medium,60.78,53.31,0.646,4,2.2,1,0,0,11.11,2,0
STU-01274,23,Female,Medium,75.38,62.29,0.809,7,3.04,1,0,0,4.94,3,0
STU-01275,21,Female,Low,100.0,90.35,0.748,9,4.19,0,1,1,8.5,1,0
STU-01276,19,Male,Medium,61.96,82.78,0.882,9,4.7,0,0,1,6.4,4,0
STU-01277,20,Female,Low,82.65,90.52,0.77,9,5.92,2,0,1,14.71,0,0
STU-01278,20,Male,Low,77.33,76.19,0.73,9,5.67,0,1,1,11.92,2,0
STU-01279,21,Male,High,100.0,79.83,0.66,11,5.71,3,0,1,32.77,3,0
STU-01280,23,Female,Medium,69.78,61.82,0.575,11,4.53,2,1,1,9.33,0,0
STU-01281,21,Male,Medium,83.11,82.46,0.756,11,4.88,1,1,1,2.87,0,0
STU-01282,18,Female,Medium,89.55,75.52,0.786,10,5.98,1,1,0,1.32,0,0
STU-01283,19,Female,Medium,80.03,77.53,0.861,9,5.77,0,0,1,0.8,1,0
STU-01284,21,Female,Medium,73.56,89.61,1.0,12,4.29,3,0,0,13.83,0,0
STU-01285,23,Male,High,83.01,78.76,0.687,13,3.23,2,0,0,8.09,2,0
STU-01286,23,Male,High,79.85,97.85,0.974,11,7.4,1,1,1,6.41,1,0
STU-01287,24,Male,Medium,78.56,61.44,0.483,7,4.05,3,0,0,3.5,3,0
STU-01288,21,Non-binary,Medium,92.24,83.75,0.795,10,6.97,1,0,1,7.09,3,0
STU-01289,22,Female,Medium,86.43,79.62,0.778,11,3.64,4,1,1,11.86,1,0
STU-01290,17,Male,Medium,88.07,67.43,0.556,8,3.97,2,1,0,6.52,0,0
STU-01291,21,Male,Medium,85.63,84.12,0.879,11,3.54,3,0,0,15.4,1,0
STU-01292,18,Male,Medium,92.56,94.74,0.885,11,6.7,1,0,1,21.34,0,0
STU-01293,20,Male,Medium,96.35,100.0,0.968,13,5.37,2,1,0,8.51,0,0
STU-01294,27,Non-binary,Medium,78.85,76.96,0.896,8,4.44,0,0,0,6.07,1,0
STU-01295,21,Female,Medium,91.01,59.69,0.548,6,7.39,1,0,0,5.67,1,0
STU-01296,19,Male,Medium,67.74,72.29,0.811,8,5.38,2,0,1,8.2,2,0
STU-01297,21,Male,Low,55.22,66.12,0.828,8,4.85,0,1,0,8.45,2,0
STU-01298,19,Male,Low,100.0,77.85,0.923,8,4.57,2,1,1,9.35,1,0
STU-01299,18,Female,Medium,78.33,74.75,0.707,8,1.99,1,1,0,1.85,3,0
STU-01300,25,Non-binary,Medium,84.78,70.86,0.579,11,5.83,4,0,1,9.1,1,0
STU-01301,23,Female,Low,66.52,62.79,0.541,9,0.39,3,0,1,8.95,0,0
STU-01302,21,Male,Medium,68.02,77.82,0.566,8,2.97,0,1,0,11.59,2,0
STU-01303,20,Male,Medium,74.16,84.49,0.897,7,3.87,1,0,0,12.81,1,0
STU-01304,20,Female,Low,87.07,61.29,0.703,12,3.67,0,1,0,16.11,2,0
STU-01305,24,Male,High,77.57,68.87,0.693,8,3.89,1,0,0,9.62,0,0
STU-01306,21,Female,High,79.56,59.05,0.428,8,2.27,0,1,0,12.89,2,0
STU-01307,17,Male,Medium,73.81,88.81,0.808,10,3.01,0,0,0,9.69,0,0
STU-01308,26,Male,Medium,94.82,89.22,1.0,11,6.62,2,0,0,15.91,2,0
STU-01309,21,Female,Low,89.55,55.18,0.633,12,6.35,4,1,1,7.28,5,1
STU-01310,21,Male,High,77.92,73.51,0.813,10,2.48,2,1,0,5.02,2,0
STU-01311,23,Female,Medium,89.53,75.14,1.0,11,6.3,2,0,0,7.94,0,0
STU-01312,21,Male,High,80.55,67.86,0.709,9,5.45,3,1,1,18.29,0,0
STU-01313,22,Male,Medium,78.29,82.94,0.542,9,4.68,2,0,0,5.29,3,0
STU-01314,20,Female,Low,79.45,80.47,0.648,8,4.14,1,1,0,18.06,0,0
STU-01315,18,Male,Low,87.08,76.69,0.784,10,4.39,1,1,1,9.94,5,0
STU-01316,21,Male,Medium,72.19,63.23,0.632,8,5.13,3,0,0,13.75,0,0
STU-01317,24,Male,Medium,87.53,70.68,0.674,8,5.36,2,0,1,10.58,2,0
STU-01318,19,Male,Low,100.0,80.64,0.763,9,3.09,1,1,1,8.38,1,0
STU-01319,19,Male,Medium,84.01,70.76,0.601,8,4.19,2,1,0,4.98,2,0
STU-01320,23,Male,High,83.64,76.84,0.793,9,5.18,0,1,0,30.84,0,0
STU-01321,20,Female,Medium,81.07,79.5,0.939,13,3.92,0,0,0,2.25,0,0
STU-01322,20,Female,Medium,87.26,61.55,0.823,12,5.02,4,0,0,15.08,1,0
STU-01323,20,Male,Low,62.29,54.52,0.759,8,4.72,2,1,0,1.59,2,0
STU-01324,20,Female,Medium,100.0,82.66,0.684,9,4.33,0,1,1,20.19,0,0
STU-01325,17,Male,Medium,92.79,95.19,0.905,11,6.2,1,1,0,11.87,3,0
STU-01326,19,Female,High,76.16,81.76,0.753,12,3.25,0,1,1,3.93,0,0
STU-01327,21,Male,Medium,82.35,74.49,0.799,11,3.33,1,1,0,4.2,2,0
STU-01328,21,Male,Medium,75.87,75.44,0.726,6,5.4,1,0,0,7.96,1,0
STU-01329,23,Female,Low,83.29,71.16,0.672,11,6.34,1,1,1,1.46,1,0
STU-01330,24,Female,Low,80.67,81.7,0.965,12,3.86,2,0,0,15.74,0,0
STU-01331,24,Female,Medium,84.51,79.9,0.787,14,6.45,1,0,0,4.64,1,0
STU-01332,22,Male,Medium,70.69,81.72,0.805,8,4.54,3,0,1,2.54,1,0
STU-01333,20,Male,Medium,76.7,58.26,0.636,9,1.19,1,0,0,14.07,0,0
STU-01334,19,Female,High,95.86,74.7,0.811,11,3.7,3,1,0,1.19,6,0
